台南市北區海安路三段,99.91,55.15,1.0,16/24,3,2,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2360.0
新北市板橋區信義路,49.22,30.32,11.5,5/14,3,2,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1980.0
台北市大同區承德路三段,24.66,21.54,34.9,4/12,1,1,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1700.0
新北市新店區安忠路,39.65,23.62,3.6,2/11,3,2,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1358.0
新北市淡水區新春街,33.74,16.2,4.1,7/15,2,2,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,718.0
台北市中正區重慶南路一段,14.83,,15.8,8/14,0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1150.0
桃園市平鎮區德育路二段,47.81,24.84,9.6,12/15,3,2,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,958.0
新北市林口區文化三路一段,126.08,74.08,8.5,2/18,4,2,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3980.0
台中市南屯區大墩路,66.66,34.29,12.5,2/14,3,2,2.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1780.0
台北市內湖區內湖路三段,14.31,9.49,23.3,5/10,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,980.0
台北市北投區中山北路七段,75.38,41.0,10.8,4/7,3,2,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4180.0
新竹市仁德街,67.8,39.97,4.1,15/15,4,2,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1980.0
